市区町村名	市区町村コード	1974年	1976年	1979年	1982年	1985年	1988年	1991年	1994年	1997年	1999年	2002年	2004年	2007年
茨城県 大洗町	083097	5,318 	7,826 	10,105 	12,746 	13,052 	13,900 	18,127 	18,805 	16,176 	14,788 	14,287 	12,993 	15,622 
茨城県 城里町	083101	2,973 	4,240 	5,455 	7,100 	8,048 	8,747 	10,229 	11,302 	10,744 	9,689 	9,874 	9,414 	10,318 
茨城県 東海村	083411	4,123 	6,415 	9,925 	14,658 	17,475 	18,090 	25,519 	30,582 	36,359 	36,659 	32,389 	28,339 	33,171 
茨城県 大子町	083640	6,798 	9,087 	12,482 	15,802 	16,054 	17,591 	20,759 	21,970 	21,950 	20,420 	18,259 	17,070 	16,622 
茨城県 美浦村	084425	1,062 	1,417 	3,771 	6,441 	6,780 	6,432 	7,099 	9,206 	9,473 	8,978 	8,357 	8,572 	10,140 
茨城県 阿見町	084433	3,752 	5,667 	9,578 	14,339 	16,560 	22,369 	22,047 	36,279 	39,599 	37,117 	35,443 	34,987 	34,383 
茨城県 河内町	084476	2,016 	2,776 	3,733 	4,473 	5,634 	4,710 	5,803 	6,174 	6,129 	5,064 	5,064 	4,586 	3,844 
茨城県 八千代町	085219	3,819 	4,993 	7,263 	9,494 	10,491 	11,904 	12,035 	15,763 	15,902 	17,152 	17,943 	14,259 	15,023 
茨城県 五霞町	085421	－	1,188 	－	2,073 	2,156 	2,824 	4,194 	4,183 	4,863 	5,191 	5,206 	5,073 	4,839 
茨城県 境町	085464	6,565 	10,134 	13,451 	18,797 	21,332 	22,074 	31,668 	34,197 	32,233 	34,412 	29,838 	30,789 	27,686 
茨城県 利根町	085642	1,214 	1,742 	2,001 	4,312 	5,205 	4,676 	5,651 	6,304 	6,467 	6,329 	6,239 	6,905 	6,782 
栃木県 宇都宮市	092011	180,072 	259,586 	330,135 	430,868 	458,068 	544,438 	731,946 	680,451 	734,708 	716,009 	624,902 	619,340 	667,457 
栃木県 足利市	092029	57,290 	71,195 	100,342 	125,978 	137,725 	154,037 	188,103 	180,015 	187,932 	182,742 	171,327 	165,816 	167,152 
栃木県 栃木市	092037	45,509 	63,513 	85,324 	107,676 	123,235 	134,206 	163,720 	165,264 	164,639 	153,365 	150,880 	141,109 	139,855 
栃木県 佐野市	092045	36,876 	48,599 	67,509 	90,211 	98,444 	116,618 	129,486 	132,034 	137,078 	132,163 	125,655 	146,255 	157,158 
栃木県 鹿沼市	092053	25,047 	37,992 	52,642 	66,918 	73,800 	82,843 	100,362 	104,621 	117,260 	109,339 	98,890 	94,823 	93,175 
栃木県 日光市	092061	36,469 	50,129 	61,521 	79,829 	85,712 	89,765 	108,572 	113,309 	106,609 	103,273 	96,547 	92,908 	90,896 
栃木県 小山市	092088	42,461 	62,835 	85,971 	111,384 	124,310 	139,205 	183,130 	187,167 	208,098 	217,320 	193,904 	184,428 	185,461 
栃木県 真岡市	092096	17,871 	31,329 	46,248 	64,328 	73,922 	77,952 	97,240 	95,966 	111,008 	99,573 	94,474 	91,814 	91,921 
栃木県 大田原市	092100	20,426 	30,788 	38,422 	50,487 	59,819 	66,555 	77,112 	79,203 	78,110 	77,158 	71,474 	76,375 	81,713 
栃木県 矢板市	092118	8,920 	16,130 	19,044 	23,850 	26,287 	29,506 	35,580 	39,694 	43,714 	40,310 	37,672 	37,135 	33,979 
栃木県 那須塩原市	092134	31,539 	42,598 	62,398 	81,996 	88,954 	101,868 	138,099 	142,688 	158,224 	150,381 	138,821 	142,437 	134,162 
栃木県 さくら市	092142	10,250 	14,985 	18,407 	23,178 	24,266 	29,962 	33,194 	36,214 	38,602 	37,733 	34,409 	33,854 	38,087 
栃木県 那須烏山市	092151	8,275 	11,462 	15,671 	19,356 	23,316 	25,179 	27,072 	27,778 	27,637 	24,028 	22,145 	22,720 	20,583 
栃木県 下野市	092169	9,742 	12,813 	15,953 	21,002 	23,661 	28,406 	34,763 	38,859 	47,956 	45,055 	41,595 	44,670 	41,670 
栃木県 上三川町	093017	5,135 	9,371 	9,076 	11,102 	17,475 	18,327 	18,644 	21,717 	27,211 	25,803 	26,548 	23,920 	46,399 
栃木県 益子町	093424	4,675 	6,853 	9,883 	14,300 	13,929 	15,240 	17,829 	19,034 	17,429 	16,432 	14,977 	12,954 	12,326 
栃木県 茂木町	093432	4,912 	7,119 	8,456 	12,219 	13,432 	12,993 	13,777 	15,034 	13,708 	11,271 	10,751 	9,684 	8,503 
栃木県 市貝町	093441	－	2,028 	3,462 	4,267 	4,978 	5,625 	7,918 	8,429 	9,467 	8,538 	8,380 	7,227 	7,779 
栃木県 芳賀町	093459	3,043 	4,577 	6,726 	8,048 	8,394 	8,527 	16,037 	10,394 	10,636 	9,634 	9,220 	7,082 	8,028 
栃木県 壬生町	093611	6,082 	8,099 	12,897 	18,619 	19,965 	24,224 	29,383 	31,644 	35,278 	29,812 	29,149 	31,185 	28,304 
栃木県 野木町	093645	1,392 	2,210 	2,910 	4,894 	5,520 	7,552 	13,283 	13,783 	13,642 	13,611 	14,421 	15,461 	14,793 
栃木県 塩谷町	093840	2,318 	3,207 	3,950 	5,655 	7,203 	7,526 	8,052 	7,186 	7,850 	8,475 	6,836 	6,449 	5,222 
栃木県 高根沢町	093866	3,890 	5,582 	7,723 	10,695 	11,560 	13,135 	20,269 	22,067 	25,000 	24,331 	24,140 	25,130 	25,373 
栃木県 那須町	094072	6,196 	8,058 	10,323 	13,911 	15,070 	15,641 	19,628 	20,581 	22,712 	23,153 	23,052 	21,138 	23,044 
栃木県 那珂川町	094111	4,018 	6,000 	7,863 	9,759 	11,157 	13,426 	15,985 	16,792 	18,644 	14,571 	14,637 	14,493 	13,163 
群馬県 前橋市	102016	122,263 	165,588 	236,908 	283,993 	296,230 	350,572 	413,426 	431,705 	460,938 	468,144 	406,014 	398,373 	380,209 
群馬県 高崎市	102024	123,436 	169,708 	238,725 	284,853 	315,916 	364,059 	466,116 	474,224 	496,730 	493,146 	457,575 	429,803 	446,981 
群馬県 桐生市	102032	52,779 	74,784 	93,475 	118,561 	127,376 	138,647 	162,029 	151,226 	137,728 	133,901 	118,157 	107,125 	103,268 
群馬県 伊勢崎市	102041	49,933 	66,957 	89,369 	117,583 	132,283 	143,183 	186,433 	194,753 	223,065 	233,240 	223,354 	230,461 	229,731 
群馬県 太田市	102059	48,883 	69,753 	97,934 	137,660 	151,380 	171,005 	215,450 	214,906 	227,828 	226,423 	233,919 	238,747 	251,950 
群馬県 沼田市	102067	22,361 	30,328 	40,554 	48,713 	54,458 	56,299 	71,235 	74,048 	70,643 	66,858 	58,597 	57,663 	58,324 
群馬県 館林市	102075	21,352 	33,580 	46,907 	59,466 	66,323 	73,848 	98,161 	92,583 	98,594 	103,242 	104,779 	107,516 	95,315 
群馬県 渋川市	102083	28,939 	38,594 	50,748 	69,149 	69,445 	80,285 	100,404 	101,760 	108,442 	103,783 	106,137 	96,178 	88,483 
群馬県 藤岡市	102091	16,152 	27,616 	36,834 	44,780 	50,129 	55,230 	72,788 	76,878 	79,065 	75,161 	70,171 	69,835 	68,574 
群馬県 富岡市	102105	18,644 	24,186 	32,579 	38,046 	43,407 	49,589 	60,745 	58,419 	59,477 	58,747 	56,272 	54,353 	54,076 
群馬県 安中市	102113	14,363 	19,083 	26,827 	37,179 	39,890 	43,382 	54,745 	49,539 	50,427 	47,835 	48,159 	48,622 	52,255 
群馬県 みどり市	102121	9,077 	12,790 	20,496 	26,120 	31,907 	39,848 	45,818 	53,862 	60,520 	65,712 	60,569 	61,640 	57,534 
群馬県 榛東村	103446	1,201 	1,779 	2,508 	3,345 	4,186 	6,219 	6,026 	5,197 	5,576 	4,912 	4,647 	4,256 	4,172 
群馬県 吉岡町	103454	1,554 	2,186 	3,976 	5,578 	4,459 	5,837 	8,073 	8,427 	7,946 	11,202 	11,960 	18,296 	28,291 
群馬県 上野村	103667	341 	355 	541 	731 	718 	867 	－	－	－	－	－	－	－
群馬県 神流町	103675	1,315 	1,316 	1,511 	2,069 	2,160 	2,058 	2,126 	2,581 	2,632 	2,718 	1,743 	1,963 	1,799 
群馬県 下仁田町	103829	3,906 	5,373 	6,652 	7,793 	8,648 	8,527 	7,980 	9,013 	8,278 	7,951 	7,145 	6,526 	6,530 
群馬県 南牧村	103837	－	918 	1,096 	－	1,406 	1,331 	－	1,007 	936 	847 	647 	590 	614 
群馬県 甘楽町	103845	1,723 	2,408 	3,120 	3,692 	4,002 	4,960 	4,983 	5,068 	4,918 	3,860 	4,538 	5,550 	6,873 
群馬県 中之条町	104213	8,322 	13,288 	16,898 	19,144 	21,558 	22,888 	27,414 	23,749 	26,244 	23,018 	20,216 	18,153 	16,326 
群馬県 長野原町	104248	2,170 	2,441 	2,884 	4,497 	5,364 	6,578 	7,339 	7,552 	8,419 	9,701 	9,942 	10,025 	8,410 
群馬県 嬬恋村	104256	3,756 	5,288 	6,443 	7,405 	7,411 	8,661 	8,629 	12,961 	13,768 	12,445 	9,475 	8,071 	9,133 
群馬県 草津町	104264	3,411 	5,140 	6,259 	9,004 	9,789 	10,141 	11,652 	12,239 	10,675 	9,809 	8,550 	8,293 	7,745 
群馬県 高山村	104281	314 	421 	－	1,365 	－	2,028 	2,115 	2,089 	1,932 	1,388 	1,914 	1,744 	1,377 
群馬県 東吾妻町	104299	3,433 	5,205 	6,683 	9,351 	12,056 	12,105 	15,224 	15,432 	16,867 	15,477 	15,705 	14,882 	18,198 
群馬県 片品村	104434	－	－	－	－	－	3,727 	3,976 	4,064 	6,114 	5,204 	5,736 	3,826 	3,459 
群馬県 川場村	104442	206 	－	344 	－	753 	647 	－	－	－	1,504 	1,392 	1,355 	－
群馬県 昭和村	104485	－	573 	2,332 	3,146 	2,019 	3,682 	3,849 	－	－	4,468 	6,202 	2,861 	4,882 
群馬県 みなかみ町	104493	5,066 	6,866 	11,901 	16,154 	17,258 	16,969 	21,756 	20,045 	21,184 	20,252 	17,550 	16,956 	16,981 
群馬県 玉村町	104647	－	2,690 	4,935 	8,473 	10,713 	12,169 	15,919 	20,100 	22,938 	24,796 	23,708 	23,142 	24,460 
群馬県 板倉町	105210	1,826 	2,856 	3,898 	4,911 	5,673 	6,958 	8,973 	9,673 	9,634 	10,751 	10,218 	10,698 	8,357 
群馬県 明和町	105228	882 	1,321 	1,943 	2,903 	2,789 	3,675 	4,674 	3,863 	5,076 	3,811 	3,551 	4,209 	4,601 
群馬県 千代田町	105236	1,459 	1,920 	2,420 	3,203 	4,013 	4,120 	4,682 	4,338 	5,398 	4,954 	4,957 	3,812 	4,663 
群馬県 大泉町	105244	8,925 	13,431 	19,386 	25,280 	30,716 	34,851 	41,753 	43,541 	47,392 	43,018 	44,082 	41,993 	41,849 
群馬県 邑楽町	105252	2,002 	2,849 	4,538 	6,139 	8,026 	10,180 	14,375 	16,416 	15,888 	16,154 	17,287 	15,423 	18,188 
埼玉県 さいたま市	111007	278,732 	407,526 	534,062 	695,395 	832,709 	953,379 	1,179,418 	1,214,926 	1,199,783 	1,245,062 	1,110,213 	1,140,636 	1,260,944 
埼玉県 川越市	112011	84,137 	119,409 	163,912 	207,365 	247,270 	274,775 	351,009 	338,949 	355,167 	335,726 	324,699 	333,082 	310,348 
埼玉県 熊谷市	112020	78,019 	101,515 	127,820 	170,664 	180,116 	202,496 	247,025 	248,132 	252,331 	254,382 	232,732 	219,135 	228,909 
埼玉県 川口市	112038	120,389 	166,053 	226,804 	288,828 	319,974 	374,039 	467,203 	497,377 	503,684 	476,043 	458,564 	441,744 	440,337 
埼玉県 行田市	112062	16,197 	23,103 	32,792 	42,554 	47,265 	57,776 	74,383 	75,205 	75,677 	74,602 	60,627 	61,208 	69,538 
埼玉県 秩父市	112071	24,853 	32,184 	42,813 	60,415 	64,464 	65,319 	77,789 	81,814 	80,452 	73,334 	67,170 	69,871 	72,322 
埼玉県 所沢市	112089	58,608 	88,712 	119,421 	170,035 	206,474 	274,336 	341,209 	331,815 	329,337 	301,549 	270,891 	284,728 	290,087 
埼玉県 飯能市	112097	19,799 	26,245 	35,114 	44,840 	49,136 	55,086 	63,749 	71,821 	72,187 	60,859 	65,864 	61,209 	57,643 
埼玉県 加須市	112101	15,427 	21,623 	31,183 	43,260 	50,938 	58,125 	76,346 	86,399 	94,932 	85,792 	77,375 	74,334 	82,404 
埼玉県 本庄市	112119	28,521 	40,078 	50,461 	64,032 	68,906 	76,536 	97,266 	96,434 	95,478 	90,915 	86,051 	81,098 	86,312 
埼玉県 東松山市	112127	22,146 	29,601 	41,553 	55,378 	65,200 	78,911 	105,087 	105,605 	115,663 	106,082 	101,277 	104,990 	96,699 
埼玉県 春日部市	112143	37,850 	59,822 	89,610 	119,029 	142,560 	188,298 	251,018 	241,989 	223,984 	233,957 	198,700 	188,870 	191,883 
埼玉県 狭山市	112151	24,999 	36,275 	58,001 	78,710 	87,414 	105,846 	158,518 	126,948 	144,017 	139,379 	130,725 	114,696 	129,669 
埼玉県 羽生市	112160	11,044 	16,314 	19,878 	25,913 	28,477 	31,553 	34,865 	38,789 	41,414 	42,378 	41,651 	39,635 	42,814 
埼玉県 鴻巣市	112178	18,840 	29,260 	40,180 	53,319 	55,879 	68,051 	84,967 	93,722 	97,237 	95,416 	83,483 	90,157 	85,633 
埼玉県 深谷市	112186	31,473 	38,487 	52,697 	75,148 	89,921 	104,340 	131,353 	140,646 	140,371 	151,050 	138,192 	136,885 	145,033 
埼玉県 上尾市	112194	36,597 	51,676 	79,056 	100,982 	136,640 	155,265 	214,476 	187,848 	248,136 	190,881 	268,287 	293,295 	277,171 
埼玉県 草加市	112216	42,238 	60,290 	87,907 	121,689 	136,367 	153,504 	198,430 	204,603 	212,353 	202,683 	192,971 	192,401 	190,503 
埼玉県 越谷市	112224	52,516 	74,085 	110,446 	147,353 	176,041 	218,045 	284,295 	271,782 	290,496 	285,113 	279,039 	274,629 	274,723 
埼玉県 蕨市	112232	29,838 	39,634 	49,319 	56,993 	60,641 	65,985 	76,227 	72,925 	80,268 	77,524 	72,103 	78,001 	71,241 
埼玉県 戸田市	112241	18,123 	25,259 	37,434 	52,330 	59,899 	70,279 	108,125 	117,665 	122,537 	130,535 	119,481 	100,961 	117,204 
埼玉県 入間市	112259	21,799 	32,247 	41,629 	59,051 	70,756 	85,246 	120,967 	121,324 	135,314 	137,584 	130,875 	132,283 	142,132 
埼玉県 朝霞市	112275	21,362 	31,520 	43,419 	55,899 	60,067 	71,670 	90,178 	85,495 	89,381 	89,127 	84,956 	80,417 	90,681 
埼玉県 志木市	112283	8,406 	21,039 	30,281 	40,498 	44,651 	54,016 	60,921 	56,979 	57,093 	58,682 	63,645 	54,742 	56,791 
埼玉県 和光市	112291	6,750 	10,136 	12,393 	17,839 	24,875 	28,475 	38,159 	43,418 	61,772 	70,089 	63,460 	59,925 	56,468 
埼玉県 新座市	112305	28,353 	37,248 	46,839 	65,611 	75,538 	88,794 	115,527 	107,792 	112,529 	117,966 	114,709 	119,395 	123,287 
埼玉県 桶川市	112313	12,669 	19,970 	27,394 	35,335 	41,981 	45,036 	64,620 	68,425 	71,928 	67,303 	57,881 	55,304 	52,825 
埼玉県 久喜市	112321	20,582 	35,667 	54,686 	73,976 	82,760 	96,792 	124,612 	132,930 	138,296 	134,161 	125,655 	131,221 	136,769 
埼玉県 北本市	112330	10,331 	16,297 	24,612 	31,379 	37,372 	42,866 	51,660 	61,125 	58,819 	59,720 	58,500 	57,389 	66,259 
埼玉県 八潮市	112348	10,130 	13,658 	21,159 	32,107 	35,310 	39,440 	57,841 	57,373 	58,769 	65,114 	59,546 	63,825 	69,154 
埼玉県 富士見市	112356	13,508 	20,622 	28,135 	39,393 	45,480 	55,395 	67,870 	67,927 	67,162 	68,879 	66,322 	55,661 	55,996 
埼玉県 三郷市	112372	10,668 	21,131 	37,930 	51,648 	64,725 	79,411 	99,725 	113,540 	103,738 	101,574 	95,798 	84,245 	111,646 
埼玉県 蓮田市	112381	6,144 	8,742 	12,477 	20,216 	27,126 	31,401 	38,240 	43,738 	47,534 	44,980 	43,472 	43,932 	52,262 
埼玉県 坂戸市	112399	－	18,014 	39,761 	52,259 	60,820 	76,000 	94,209 	88,849 	94,488 	87,600 	84,808 	94,345 	90,223 
埼玉県 幸手市	112402	9,770 	15,645 	22,816 	31,775 	37,061 	37,988 	53,853 	55,366 	59,698 	57,766 	51,453 	48,940 	54,317 
埼玉県 鶴ヶ島市	112411	4,077 	7,163 	11,340 	25,859 	36,237 	49,832 	78,891 	89,481 	86,431 	78,522 	78,407 	77,422 	94,018 
埼玉県 日高市	112429	4,891 	8,248 	12,059 	19,376 	21,923 	28,094 	30,876 	38,262 	40,192 	36,412 	33,079 	31,294 	45,636 
埼玉県 吉川市	112437	6,550 	9,433 	12,199 	18,387 	19,997 	21,913 	31,532 	39,165 	44,369 	48,946 	41,632 	39,714 	38,983 
埼玉県 ふじみ野市	112453	23,825 	32,463 	46,348 	58,250 	56,985 	67,683 	90,812 	89,055 	84,091 	90,704 	101,832 	94,301 	97,394 
埼玉県 白岡市	112461	4,563 	6,666 	9,916 	13,306 	16,227 	20,517 	30,308 	32,946 	36,930 	34,496 	35,913 	34,390 	35,557 
埼玉県 伊奈町	113018	1,291 	2,478 	3,554 	7,724 	10,179 	16,186 	22,633 	22,109 	20,461 	22,345 	24,711 	24,098 	28,075 
埼玉県 三芳町	113247	2,142 	3,213 	11,615 	16,036 	17,801 	22,916 	29,044 	33,867 	41,276 	36,578 	32,794 	32,934 	40,569 
埼玉県 毛呂山町	113263	5,449 	8,254 	12,154 	17,321 	18,197 	21,637 	26,369 	26,816 	29,737 	29,791 	27,449 	24,976 	26,077 
埼玉県 越生町	113271	2,316 	2,705 	3,874 	4,019 	4,699 	4,912 	5,292 	5,973 	6,159 	6,269 	5,669 	4,701 	4,179 
埼玉県 滑川町	113417	561 	957 	－	1,840 	2,064 	3,324 	4,202 	4,041 	4,319 	3,922 	3,518 	5,664 	11,900 
埼玉県 嵐山町	113425	2,451 	3,599 	4,949 	7,041 	7,506 	9,791 	11,164 	13,439 	15,051 	14,076 	18,196 	18,141 	20,373 
埼玉県 小川町	113433	7,302 	9,773 	13,432 	17,948 	20,155 	21,674 	24,289 	27,746 	26,831 	25,367 	24,786 	21,925 	21,291 
埼玉県 川島町	113468	2,022 	3,025 	4,192 	5,598 	6,453 	8,045 	8,088 	9,638 	11,027 	10,627 	10,628 	10,485 	13,171 
埼玉県 吉見町	113476	1,472 	2,636 	3,065 	4,155 	4,395 	5,053 	5,677 	7,099 	7,407 	7,784 	7,749 	7,450 	7,203 
埼玉県 鳩山町	113484	460 	－	1,432 	2,344 	2,957 	4,637 	5,844 	4,717 	5,968 	4,905 	4,751 	4,794 	5,733 
埼玉県 ときがわ町	113492	1,495 	－	1,474 	3,821 	4,390 	2,546 	2,250 	2,322 	5,016 	4,495 	3,995 	3,367 	4,403 
埼玉県 横瀬町	113611	－	1,299 	1,472 	2,784 	2,517 	4,343 	4,885 	4,942 	5,725 	6,253 	5,251 	4,611 	4,677 
埼玉県 皆野町	113620	5,703 	6,928 	8,883 	11,841 	12,655 	12,921 	15,357 	13,046 	15,229 	15,560 	11,602 	10,339 	10,371 
埼玉県 長瀞町	113638	2,056 	3,158 	3,726 	4,517 	4,854 	5,486 	7,155 	5,724 	5,698 	4,989 	4,876 	4,087 	4,043 
埼玉県 小鹿野町	113654	2,895 	4,261 	5,951 	7,646 	8,540 	9,083 	9,901 	10,502 	10,195 	9,329 	8,658 	7,767 	8,033 
埼玉県 東秩父村	113697	309 	－	－	－	－	865 	1,030 	1,041 	1,193 	1,040 	703 	595 	738 
埼玉県 美里町	113816	1,096 	1,534 	2,100 	2,499 	3,728 	3,489 	4,214 	4,040 	5,117 	5,108 	4,406 	4,108 	4,206 
埼玉県 神川町	113832	1,306 	1,753 	2,532 	3,394 	4,296 	4,674 	3,921 	7,119 	7,277 	4,970 	6,494 	6,166 	5,758 
埼玉県 上里町	113859	2,778 	4,077 	6,081 	8,652 	12,569 	16,361 	22,303 	22,278 	21,153 	20,708 	20,115 	19,862 	28,326 
埼玉県 寄居町	114081	6,585 	9,150 	11,674 	19,702 	17,503 	21,225 	25,576 	29,429 	31,765 	30,017 	27,939 	30,271 	27,592 
埼玉県 宮代町	114421	3,371 	5,039 	7,292 	10,156 	11,470 	12,599 	15,527 	17,189 	14,630 	15,405 	15,527 	12,433 	12,057 
埼玉県 杉戸町	114642	6,982 	11,914 	15,237 	20,394 	19,976 	24,843 	31,434 	33,946 	32,417 	32,231 	32,593 	35,516 	35,479 
埼玉県 松伏町	114651	1,659 	2,620 	4,181 	6,193 	6,947 	8,362 	9,198 	10,721 	11,378 	12,421 	17,650 	18,220 	21,771 
千葉県 千葉市	121002	261,572 	360,335 	494,611 	616,423 	672,328 	774,324 	1,011,009 	1,090,024 	1,119,468 	1,063,277 	1,035,699 	962,956 	1,120,709 
千葉県 銚子市	122025	31,667 	45,205 	58,813 	75,951 	76,347 	78,778 	89,381 	87,810 	91,953 	86,063 	76,169 	74,164 	68,736 
千葉県 市川市	122033	85,507 	124,551 	170,454 	219,630 	255,094 	304,085 	404,752 	404,146 	393,111 	354,640 	347,141 	337,600 	335,635 
千葉県 船橋市	122041	121,940 	176,553 	256,538 	376,670 	427,015 	521,500 	648,263 	634,350 	621,560 	577,061 	537,050 	520,486 	561,402 
千葉県 館山市	122050	28,208 	37,058 	47,764 	57,139 	59,085 	62,980 	70,058 	76,659 	79,585 	70,486 	68,139 	61,584 	56,790 
千葉県 木更津市	122068	54,405 	79,297 	93,370 	119,681 	126,123 	135,492 	171,737 	167,856 	157,117 	136,803 	123,399 	123,117 	130,223 
千葉県 松戸市	122076	75,515 	146,017 	208,454 	272,177 	310,885 	368,282 	464,231 	460,556 	441,817 	421,263 	419,563 	385,691 	384,121 
千葉県 野田市	122084	25,504 	33,391 	47,148 	61,879 	80,714 	95,063 	148,952 	135,386 	141,331 	131,118 	121,712 	116,310 	129,606 
千葉県 茂原市	122106	27,714 	39,202 	56,974 	70,637 	76,896 	88,105 	118,967 	133,557 	143,603 	142,391 	125,903 	119,128 	112,573 
千葉県 成田市	122114	22,005 	32,089 	58,828 	78,549 	104,185 	124,245 	181,127 	172,237 	172,789 	201,123 	197,973 	197,359 	198,703 
千葉県 佐倉市	122122	14,680 	22,410 	34,289 	48,573 	62,297 	84,975 	119,586 	144,089 	150,136 	142,293 	130,912 	124,060 	124,107 
千葉県 東金市	122131	12,279 	16,404 	25,472 	36,808 	44,043 	47,179 	67,882 	73,695 	72,142 	72,541 	67,331 	68,849 	71,137 
千葉県 旭市	122157	20,764 	25,654 	35,894 	45,834 	54,494 	58,548 	71,548 	79,415 	93,521 	82,266 	80,215 	76,026 	75,086 
千葉県 習志野市	122165	25,947 	35,964 	75,297 	112,537 	112,722 	122,897 	158,075 	152,648 	168,450 	157,530 	137,248 	140,678 	149,180 
千葉県 柏市	122173	84,977 	126,430 	181,424 	241,747 	268,477 	324,026 	415,914 	435,124 	445,838 	454,848 	463,677 	438,606 	467,138 
千葉県 勝浦市	122181	7,025 	9,090 	11,981 	16,109 	16,827 	18,397 	18,505 	19,036 	17,681 	15,232 	16,604 	14,531 	14,215 
千葉県 市原市	122190	45,208 	67,520 	103,271 	150,156 	160,367 	195,844 	247,617 	274,678 	288,580 	264,712 	252,626 	240,684 	250,180 
千葉県 流山市	122203	15,339 	23,275 	36,675 	54,086 	61,053 	73,901 	94,717 	105,549 	124,619 	115,528 	107,993 	101,725 	98,994 
千葉県 八千代市	122211	29,551 	47,731 	71,776 	94,445 	99,804 	121,487 	144,633 	145,602 	153,593 	149,655 	151,300 	158,078 	160,750 
千葉県 我孫子市	122220	12,224 	19,576 	37,327 	49,884 	54,246 	68,375 	93,956 	98,378 	107,603 	93,113 	90,559 	80,976 	74,341 
千葉県 鴨川市	122238	12,799 	17,700 	23,970 	29,018 	31,201 	36,214 	41,205 	48,258 	52,610 	47,765 	46,564 	44,375 	44,487 
千葉県 鎌ケ谷市	122246	10,274 	16,317 	28,819 	39,584 	43,579 	50,457 	65,575 	64,172 	69,335 	65,342 	57,881 	54,110 	65,448 
千葉県 君津市	122254	13,813 	20,049 	35,018 	52,112 	59,471 	70,195 	96,453 	99,875 	96,005 	101,130 	91,522 	86,756 	88,662 
千葉県 富津市	122262	14,443 	20,429 	25,246 	31,937 	33,679 	33,267 	36,041 	44,030 	42,131 	40,141 	35,893 	34,027 	34,479 
千葉県 浦安市	122271	8,632 	14,044 	20,966 	43,664 	50,925 	70,143 	108,409 	111,125 	126,206 	123,225 	134,962 	136,433 	159,510 
千葉県 四街道市	122289	6,283 	10,110 	21,983 	34,180 	41,595 	46,604 	62,168 	67,584 	65,881 	64,523 	67,791 	58,398 	64,367 
千葉県 袖ケ浦市	122297	5,141 	7,111 	9,496 	15,956 	20,607 	31,397 	42,205 	47,755 	46,114 	45,159 	44,817 	39,536 	38,850 
千葉県 八街市	122301	9,010 	12,514 	18,214 	24,439 	27,962 	32,882 	42,926 	52,795 	58,640 	62,053 	62,757 	62,960 	62,329 
千葉県 印西市	122319	6,336 	7,578 	10,980 	14,225 	13,712 	19,872 	28,006 	41,143 	46,422 	45,878 	52,008 	67,484 	100,273 
千葉県 白井市	122327	2,258 	3,333 	5,579 	10,063 	14,508 	19,470 	28,232 	39,331 	42,683 	49,509 	47,444 	52,198 	51,203 
千葉県 富里市	122335	3,175 	4,384 	7,740 	23,986 	28,995 	34,570 	50,314 	62,505 	66,226 	68,372 	55,602 	54,936 	54,139 
千葉県 南房総市	122343	9,806 	13,462 	18,887 	22,437 	24,366 	27,358 	28,502 	28,201 	27,600 	29,899 	28,754 	26,414 	25,342 
千葉県 匝瑳市	122351	14,627 	17,878 	27,187 	32,566 	36,494 	36,195 	45,588 	50,285 	52,607 	47,364 	43,862 	42,896 	42,942 
千葉県 香取市	122360	34,262 	45,320 	61,331 	79,691 	80,984 	87,940 	109,928 	109,803 	107,992 	98,555 	86,605 	81,462 	78,549 
千葉県 山武市	122378	8,867 	11,825 	14,918 	20,901 	24,444 	26,529 	31,354 	33,354 	35,830 	38,044 	37,950 	39,228 	36,987 
千葉県 いすみ市	122386	9,424 	15,479 	20,163 	24,933 	28,477 	32,923 	36,946 	42,280 	44,427 	39,862 	40,518 	39,496 	33,676 
千葉県 大網白里市	122394	5,245 	7,471 	8,973 	13,198 	16,110 	17,195 	23,838 	32,418 	33,363 	31,995 	33,119 	33,343 	28,665 
千葉県 酒々井町	123226	2,157 	3,122 	4,999 	7,856 	10,787 	14,329 	16,289 	17,775 	26,191 	30,483 	22,858 	20,366 	24,198 
千葉県 栄町	123293	1,858 	2,423 	3,259 	3,961 	5,234 	7,481 	10,068 	13,849 	16,313 	14,048 	14,559 	12,876 	11,044 
千葉県 神崎町	123421	1,192 	1,888 	2,252 	2,955 	3,058 	3,269 	3,982 	3,654 	3,731 	3,426 	3,913 	3,914 	3,742 
千葉県 多古町	123471	4,649 	6,702 	9,618 	12,421 	15,700 	14,513 	17,284 	17,239 	19,858 	16,150 	14,614 	14,706 	13,615 
千葉県 東庄町	123498	4,167 	5,721 	7,188 	10,587 	12,011 	10,372 	10,613 	11,961 	12,113 	12,509 	12,661 	10,957 	10,496 
千葉県 九十九里町	124036	3,839 	4,568 	6,031 	8,070 	9,442 	9,606 	10,335 	12,298 	12,330 	12,115 	10,996 	9,692 	9,764 
千葉県 芝山町	124095	1,186 	1,662 	2,118 	2,866 	3,190 	3,074 	3,565 	3,739 	5,272 	6,121 	8,284 	8,408 	9,042 
千葉県 横芝光町	124109	7,490 	10,271 	13,718 	14,952 	15,528 	17,891 	21,484 	19,967 	23,273 	21,156 	20,063 	19,868 	19,581 
