市区町村名	市区町村コード	1974年	1976年	1979年	1982年	1985年	1988年	1991年	1994年	1997年	1999年	2002年	2004年	2007年
千葉県 一宮町	124214	3,291 	5,029 	6,346 	8,253 	10,573 	9,724 	10,728 	10,877 	10,343 	10,990 	10,769 	10,877 	8,635 
千葉県 睦沢町	124222	－	－	－	－	2,858 	2,993 	3,364 	3,555 	2,456 	2,455 	1,132 	1,017 	4,137 
千葉県 長生村	124231	956 	1,391 	1,832 	2,829 	3,069 	2,828 	4,375 	5,674 	5,975 	5,139 	5,255 	5,728 	9,467 
千葉県 白子町	124249	1,793 	2,522 	3,353 	4,327 	5,118 	5,073 	6,010 	6,229 	7,903 	5,430 	7,567 	6,187 	6,046 
千葉県 長柄町	124265	700 	1,011 	1,187 	1,652 	1,836 	2,119 	2,378 	2,601 	2,418 	2,590 	2,972 	2,506 	3,304 
千葉県 長南町	124273	1,667 	2,059 	3,464 	3,457 	3,895 	5,586 	5,168 	4,749 	5,537 	4,910 	4,921 	3,910 	4,001 
千葉県 大多喜町	124419	3,661 	4,875 	5,788 	8,039 	9,873 	9,757 	12,257 	13,164 	13,950 	14,514 	13,941 	12,833 	11,168 
千葉県 御宿町	124435	2,101 	2,538 	3,669 	4,744 	5,362 	5,219 	7,340 	8,051 	6,636 	6,599 	5,506 	5,086 	5,986 
千葉県 鋸南町	124630	3,836 	4,954 	6,411 	7,837 	7,646 	8,172 	8,359 	9,340 	8,482 	7,698 	7,881 	7,511 	7,230 
東京都 千代田区	131016	325,058 	407,839 	491,999 	635,127 	736,215 	771,285 	1,035,953 	923,455 	968,196 	997,664 	930,034 	837,446 	890,130 
東京都 中央区	131024	640,331 	703,990 	900,497 	1,195,321 	1,211,162 	1,309,277 	1,656,643 	1,466,970 	1,446,812 	1,200,818 	1,183,035 	1,306,897 	1,473,042 
東京都 港区	131032	194,403 	277,829 	372,848 	441,934 	459,064 	574,056 	733,722 	590,092 	712,017 	648,847 	695,126 	664,311 	720,730 
東京都 新宿区	131041	494,573 	628,273 	771,794 	998,286 	1,064,289 	1,261,539 	1,560,552 	1,437,405 	1,460,665 	1,383,756 	1,361,431 	1,456,049 	1,349,297 
東京都 文京区	131059	74,368 	103,298 	127,211 	155,249 	171,138 	173,108 	213,239 	208,683 	205,091 	201,541 	180,271 	179,764 	184,862 
東京都 台東区	131067	291,189 	356,735 	432,608 	498,574 	499,579 	605,167 	790,430 	784,690 	695,933 	633,409 	536,129 	533,582 	509,379 
東京都 墨田区	131075	100,184 	144,380 	145,560 	182,166 	196,324 	243,965 	317,814 	299,678 	275,042 	328,064 	302,028 	306,102 	285,012 
東京都 江東区	131083	123,669 	162,004 	213,764 	262,473 	274,654 	292,830 	377,874 	349,435 	343,838 	361,582 	376,871 	384,918 	515,381 
東京都 品川区	131091	154,712 	216,712 	246,805 	279,318 	296,562 	336,421 	426,924 	386,998 	408,666 	414,592 	387,936 	406,538 	468,310 
東京都 目黒区	131105	117,319 	152,818 	200,448 	235,790 	248,965 	279,509 	344,010 	308,881 	281,066 	286,267 	282,630 	275,798 	272,567 
東京都 大田区	131113	270,106 	353,978 	409,340 	503,248 	541,317 	588,904 	691,964 	675,201 	650,276 	629,037 	584,424 	568,485 	590,658 
東京都 世田谷区	131121	245,477 	335,185 	455,329 	575,288 	597,948 	722,940 	864,722 	838,948 	895,906 	802,520 	745,561 	752,855 	736,143 
東京都 渋谷区	131130	264,349 	325,921 	452,011 	585,950 	622,987 	741,440 	952,659 	835,338 	872,440 	1,059,598 	1,034,680 	1,113,051 	1,145,343 
東京都 中野区	131148	108,367 	151,654 	188,873 	215,248 	212,111 	242,605 	278,616 	250,596 	323,462 	318,028 	278,427 	297,054 	297,307 
東京都 杉並区	131156	164,867 	227,085 	287,220 	339,133 	364,757 	412,118 	462,723 	441,898 	456,447 	449,048 	439,248 	428,188 	397,732 
東京都 豊島区	131164	327,144 	415,857 	531,609 	695,775 	730,324 	927,427 	1,123,223 	926,474 	978,334 	965,577 	861,260 	776,486 	772,762 
東京都 北区	131172	137,743 	177,150 	214,527 	233,525 	231,819 	261,580 	301,563 	278,109 	274,751 	262,507 	235,167 	234,447 	237,078 
東京都 荒川区	131181	73,403 	91,058 	106,142 	123,198 	122,439 	131,422 	149,980 	158,192 	147,873 	137,456 	147,250 	138,984 	136,996 
東京都 板橋区	131199	159,734 	207,347 	276,513 	335,546 	327,864 	375,298 	462,408 	421,480 	420,234 	408,625 	403,715 	398,039 	410,929 
東京都 練馬区	131202	142,712 	195,209 	254,124 	318,055 	344,168 	431,734 	539,838 	526,474 	497,967 	505,074 	481,898 	466,572 	484,278 
東京都 足立区	131211	166,160 	233,512 	320,595 	405,840 	428,670 	511,595 	604,279 	576,119 	540,606 	526,499 	514,414 	514,921 	599,776 
東京都 葛飾区	131229	160,227 	203,050 	259,328 	312,259 	303,789 	326,892 	396,067 	394,209 	416,160 	373,006 	332,812 	335,310 	339,420 
東京都 江戸川区	131237	130,230 	173,343 	239,244 	317,836 	326,357 	432,192 	499,780 	495,607 	466,509 	484,834 	469,105 	465,749 	484,462 
東京都 八王子市	132012	116,679 	174,415 	229,326 	307,339 	353,257 	421,828 	562,060 	551,775 	595,976 	595,936 	609,551 	575,759 	568,574 
東京都 立川市	132021	105,997 	120,883 	147,823 	177,929 	191,705 	215,504 	274,935 	270,837 	280,495 	272,205 	300,577 	291,314 	295,174 
東京都 武蔵野市	132039	84,014 	144,969 	185,564 	239,155 	249,240 	289,888 	340,325 	313,684 	323,830 	307,655 	291,481 	300,982 	281,475 
東京都 三鷹市	132047	40,041 	51,952 	62,907 	80,702 	84,405 	110,636 	128,652 	124,921 	121,279 	125,150 	122,603 	123,263 	129,052 
東京都 青梅市	132055	23,654 	35,176 	50,763 	70,631 	81,336 	98,300 	122,796 	121,623 	131,471 	122,669 	115,824 	117,304 	113,092 
東京都 府中市	132063	60,853 	81,338 	111,685 	135,495 	141,279 	169,770 	203,219 	185,787 	214,475 	214,605 	221,016 	212,615 	229,797 
東京都 昭島市	132071	25,946 	37,995 	46,341 	60,134 	77,467 	92,879 	122,416 	119,305 	113,808 	112,809 	106,881 	97,911 	119,875 
東京都 調布市	132080	53,627 	76,578 	101,292 	119,062 	130,260 	158,369 	206,304 	193,231 	198,399 	190,921 	177,816 	193,845 	196,391 
東京都 町田市	132098	108,976 	137,325 	205,544 	282,663 	319,214 	395,826 	493,654 	478,516 	523,688 	495,901 	520,597 	534,270 	504,840 
東京都 小金井市	132101	29,935 	40,965 	50,821 	57,030 	62,940 	70,686 	83,804 	86,974 	81,732 	83,999 	74,586 	73,288 	68,161 
東京都 小平市	132110	35,543 	49,801 	71,501 	92,275 	96,322 	110,457 	138,556 	142,530 	147,735 	136,901 	126,561 	128,752 	132,419 
東京都 日野市	132128	25,313 	39,146 	54,573 	68,920 	73,326 	84,216 	102,375 	99,872 	101,464 	99,313 	91,883 	92,338 	99,072 
東京都 東村山市	132136	25,322 	38,423 	58,087 	70,912 	75,092 	86,182 	113,924 	113,871 	109,125 	95,142 	100,635 	93,439 	98,109 
東京都 国分寺市	132144	22,092 	29,901 	36,253 	43,563 	47,364 	56,695 	98,962 	106,777 	101,503 	106,236 	99,299 	95,634 	97,550 
東京都 国立市	132152	19,370 	26,787 	36,730 	47,584 	48,377 	56,949 	68,364 	65,569 	60,933 	65,969 	54,736 	57,483 	55,034 
東京都 福生市	132187	22,220 	34,305 	46,780 	58,444 	55,839 	59,862 	75,147 	72,848 	80,368 	62,390 	62,165 	53,484 	56,919 
東京都 狛江市	132195	11,057 	15,301 	22,400 	26,408 	28,497 	32,498 	39,379 	38,552 	38,428 	41,213 	40,512 	39,887 	40,655 
東京都 東大和市	132209	13,363 	24,349 	38,984 	56,064 	63,238 	76,105 	87,042 	78,750 	91,491 	88,922 	88,539 	83,650 	85,644 
東京都 清瀬市	132217	15,268 	22,913 	27,403 	32,045 	33,953 	36,523 	42,476 	43,341 	47,194 	44,527 	39,078 	41,349 	37,612 
東京都 東久留米市	132225	25,510 	37,754 	48,087 	64,024 	74,760 	80,944 	101,564 	89,676 	97,046 	100,393 	96,124 	99,882 	95,587 
東京都 武蔵村山市	132233	10,299 	21,428 	22,686 	30,087 	35,946 	40,528 	71,112 	70,910 	68,027 	65,269 	60,725 	67,090 	71,132 
東京都 多摩市	132241	13,017 	22,334 	39,104 	56,068 	73,380 	119,502 	171,929 	176,127 	183,784 	168,760 	157,937 	161,535 	176,210 
東京都 稲城市	132250	6,887 	10,058 	15,265 	19,666 	21,643 	23,189 	36,047 	36,023 	38,050 	35,583 	41,981 	40,832 	49,513 
東京都 羽村市	132276	6,836 	10,190 	19,358 	33,424 	36,906 	46,353 	66,759 	73,512 	74,712 	73,260 	66,607 	65,902 	68,033 
東京都 あきる野市	132284	10,394 	15,137 	20,522 	26,108 	31,907 	38,908 	49,461 	53,254 	72,954 	71,100 	67,796 	67,950 	70,674 
東京都 西東京市	132292	46,310 	66,356 	88,221 	107,806 	110,635 	130,870 	152,568 	154,863 	162,288 	152,897 	149,932 	147,512 	131,064 
東京都 瑞穂町	133035	4,763 	6,569 	9,713 	12,731 	14,784 	21,649 	37,445 	37,520 	39,589 	35,188 	38,775 	33,546 	49,220 
東京都 日の出町	133051	1,209 	2,194 	2,640 	3,670 	4,193 	6,001 	8,346 	7,821 	7,988 	8,825 	7,468 	6,705 	6,909 
東京都 檜原村	133078	－	－	－	－	－	－	1,057 	1,014 	－	978 	812 	602 	607 
東京都 奥多摩町	133086	－	2,818 	3,398 	4,210 	4,525 	4,562 	4,927 	4,856 	4,281 	3,897 	3,410 	2,510 	2,717 
東京都 大島町	133612	4,298 	5,849 	6,755 	8,228 	7,801 	8,929 	10,222 	9,633 	10,596 	10,657 	8,449 	8,497 	8,305 
東京都 利島村	133621	23 	52 	48 	58 	156 	211 	208 	－	－	－	－	167 	136 
東京都 新島村	133639	1,105 	－	－	－	2,929 	3,187 	3,416 	3,663 	3,485 	3,082 	3,662 	2,096 	2,336 
東京都 神津島村	133647	550 	752 	889 	1,260 	1,482 	1,635 	2,115 	1,787 	2,004 	1,980 	1,804 	1,519 	1,309 
東京都 三宅村	133817	1,160 	1,307 	1,795 	2,852 	－	－	－	－	2,943 	－	－	1,008 	－
東京都 御蔵島村	133825	－	29 	－	115 	－	－	－	231 	206 	－	－	－	172 
東京都 八丈町	134015	3,462 	4,432 	6,314 	－	9,444 	9,871 	9,948 	10,994 	11,073 	9,872 	9,100 	8,541 	7,889 
東京都 青ヶ島村	134023	10 	43 	45 	－	59 	－	－	－	78 	－	－	－	71 
東京都 小笠原村	134210	409 	688 	1,073 	1,453 	1,703 	1,822 	－	－	－	－	－	1,741 	－
神奈川県 横浜市	141003	1,037,387 	1,319,415 	1,724,610 	2,150,331 	2,421,916 	2,992,468 	3,686,831 	3,711,273 	3,748,823 	3,914,402 	3,618,066 	3,621,591 	3,719,410 
神奈川県 川崎市	141305	359,402 	470,959 	595,844 	736,801 	779,412 	922,625 	1,142,234 	1,157,491 	1,101,814 	1,175,383 	1,140,187 	1,140,019 	1,165,892 
神奈川県 相模原市	141500	110,632 	163,141 	237,229 	325,532 	366,084 	450,841 	590,163 	635,285 	666,326 	689,461 	633,934 	615,892 	613,231 
神奈川県 横須賀市	142018	138,433 	188,127 	251,495 	309,374 	334,598 	374,166 	460,426 	455,526 	450,033 	428,719 	412,614 	415,591 	389,767 
神奈川県 平塚市	142034	84,626 	114,915 	147,204 	190,822 	206,953 	277,527 	297,444 	279,344 	307,620 	309,947 	252,320 	250,771 	267,780 
神奈川県 鎌倉市	142042	58,672 	78,963 	104,485 	126,705 	135,705 	158,811 	185,703 	197,195 	189,758 	185,545 	163,127 	166,068 	177,959 
神奈川県 藤沢市	142051	103,965 	158,724 	198,713 	269,718 	304,486 	376,788 	460,764 	466,903 	454,567 	462,494 	430,896 	452,365 	417,841 
神奈川県 小田原市	142069	88,137 	118,529 	158,546 	191,777 	208,945 	236,854 	289,549 	311,101 	273,975 	266,250 	263,471 	248,047 	243,612 
神奈川県 茅ヶ崎市	142077	46,568 	65,778 	87,765 	115,919 	126,718 	150,336 	176,347 	185,026 	192,697 	184,252 	172,441 	161,269 	163,303 
神奈川県 逗子市	142085	15,635 	21,938 	26,840 	33,413 	34,696 	39,190 	43,152 	45,283 	47,148 	46,140 	45,186 	43,093 	40,221 
神奈川県 三浦市	142107	13,176 	17,525 	27,315 	28,413 	39,186 	41,372 	47,163 	48,646 	45,586 	44,831 	37,823 	37,722 	34,133 
神奈川県 秦野市	142115	25,730 	41,156 	61,838 	77,363 	91,089 	110,176 	136,996 	137,085 	155,834 	150,433 	149,663 	150,308 	144,641 
神奈川県 厚木市	142123	52,166 	75,303 	105,232 	150,434 	168,547 	224,512 	273,716 	284,836 	303,646 	309,878 	292,383 	283,196 	280,082 
神奈川県 大和市	142131	52,577 	77,767 	103,848 	142,239 	163,274 	192,998 	246,667 	235,513 	256,015 	229,625 	225,337 	226,402 	229,483 
神奈川県 伊勢原市	142140	15,350 	22,293 	31,724 	45,654 	56,424 	73,008 	97,590 	107,354 	108,748 	106,567 	96,522 	88,782 	97,860 
神奈川県 海老名市	142158	12,382 	21,188 	31,524 	54,642 	72,729 	89,290 	119,113 	121,066 	121,664 	115,332 	109,832 	122,611 	142,249 
神奈川県 座間市	142166	20,358 	31,744 	45,378 	57,701 	64,482 	82,591 	94,943 	92,987 	106,248 	98,226 	96,537 	92,301 	97,952 
神奈川県 南足柄市	142174	6,796 	10,348 	13,030 	16,515 	19,123 	22,096 	23,446 	27,248 	27,416 	32,776 	27,275 	26,907 	24,047 
神奈川県 綾瀬市	142182	－	12,487 	17,924 	32,322 	36,052 	42,214 	51,649 	54,479 	55,325 	54,534 	54,209 	57,485 	60,164 
神奈川県 葉山町	143014	3,701 	5,692 	9,859 	11,595 	14,312 	12,971 	17,082 	18,208 	20,935 	18,934 	17,397 	16,221 	18,968 
神奈川県 寒川町	143219	5,230 	8,872 	15,130 	19,741 	25,085 	28,576 	36,368 	37,429 	36,890 	35,248 	32,964 	33,212 	29,721 
神奈川県 大磯町	143413	4,961 	7,664 	8,712 	12,348 	14,377 	15,223 	18,601 	19,054 	21,622 	19,198 	23,674 	24,247 	22,747 
神奈川県 二宮町	143421	5,351 	7,598 	9,981 	13,165 	18,601 	20,962 	24,774 	24,705 	24,522 	23,798 	20,663 	18,604 	19,863 
神奈川県 中井町	143618	－	－	2,157 	3,394 	4,020 	－	5,047 	5,940 	5,968 	8,151 	6,445 	5,218 	9,539 
神奈川県 大井町	143626	1,733 	3,959 	7,941 	11,828 	14,208 	18,281 	20,934 	24,047 	25,272 	24,895 	23,691 	22,495 	22,955 
神奈川県 松田町	143634	4,844 	6,619 	7,786 	8,853 	9,119 	9,174 	9,961 	9,806 	8,669 	7,969 	7,761 	7,712 	7,274 
神奈川県 山北町	143642	3,000 	4,300 	4,971 	6,750 	7,420 	7,831 	9,276 	8,586 	8,261 	7,377 	6,985 	5,651 	6,671 
神奈川県 開成町	143669	2,528 	3,016 	5,955 	8,258 	9,801 	12,075 	15,176 	17,680 	17,775 	13,939 	11,477 	14,325 	15,112 
神奈川県 箱根町	143821	7,136 	9,488 	15,756 	17,158 	19,870 	25,893 	29,120 	28,404 	26,011 	25,185 	20,273 	18,365 	19,231 
神奈川県 真鶴町	143839	3,307 	－	5,158 	5,874 	6,265 	7,168 	7,103 	6,828 	6,744 	6,024 	4,210 	3,577 	4,037 
神奈川県 湯河原町	143847	8,296 	12,595 	17,547 	18,852 	20,520 	24,528 	31,294 	30,199 	29,173 	28,142 	31,199 	30,622 	27,201 
神奈川県 愛川町	144011	4,851 	6,685 	11,470 	16,460 	18,041 	23,030 	32,756 	31,563 	32,419 	34,122 	34,413 	33,463 	34,310 
神奈川県 清川村	144029	243 	435 	508 	706 	648 	－	875 	1,103 	885 	1,083 	1,291 	956 	848 
新潟県 新潟市	151009	265,376 	351,994 	468,120 	639,049 	635,464 	721,909 	846,045 	954,119 	989,360 	962,910 	907,841 	916,254 	940,963 
新潟県 長岡市	152021	99,225 	137,281 	179,176 	230,164 	237,413 	269,289 	320,735 	334,139 	358,351 	340,794 	323,538 	306,050 	335,536 
新潟県 三条市	152048	40,419 	56,197 	76,773 	86,681 	91,680 	101,167 	121,858 	124,787 	129,264 	114,552 	105,857 	100,820 	103,026 
新潟県 柏崎市	152056	28,610 	40,493 	52,700 	75,915 	83,965 	92,479 	106,615 	105,572 	111,876 	100,121 	93,692 	87,399 	91,168 
新潟県 新発田市	152064	35,096 	52,116 	68,535 	83,127 	91,457 	99,612 	115,798 	120,924 	123,413 	119,342 	114,381 	105,503 	111,205 
新潟県 小千谷市	152081	13,396 	19,155 	23,043 	30,708 	32,785 	34,090 	37,191 	37,618 	38,055 	38,088 	39,845 	39,195 	39,002 
新潟県 加茂市	152099	10,309 	16,137 	20,190 	23,710 	25,544 	25,919 	29,136 	28,660 	31,105 	30,021 	29,674 	27,188 	27,465 
新潟県 十日町市	152102	19,595 	31,164 	40,208 	46,487 	51,288 	55,711 	65,671 	68,227 	66,608 	73,494 	68,557 	63,312 	66,189 
新潟県 見附市	152111	9,963 	16,146 	20,991 	26,776 	28,496 	30,946 	32,587 	33,373 	33,700 	36,070 	31,661 	34,177 	39,638 
新潟県 村上市	152129	23,122 	32,526 	42,294 	57,434 	60,714 	63,958 	73,145 	80,837 	84,637 	79,092 	74,624 	70,592 	69,273 
新潟県 燕市	152137	25,588 	35,422 	45,343 	58,367 	63,340 	67,123 	74,404 	93,906 	101,437 	94,506 	88,289 	88,132 	90,276 
新潟県 糸魚川市	152161	18,914 	27,593 	37,227 	46,375 	48,187 	53,684 	55,643 	58,231 	58,018 	56,393 	50,814 	47,717 	43,038 
新潟県 妙高市	152170	12,621 	18,113 	23,609 	29,354 	33,378 	34,392 	44,074 	41,060 	43,470 	39,836 	36,839 	35,651 	32,697 
新潟県 五泉市	152188	18,852 	25,577 	34,456 	40,009 	42,195 	46,344 	48,467 	53,466 	53,142 	50,647 	50,294 	45,899 	46,314 
新潟県 上越市	152226	67,704 	97,263 	127,647 	162,503 	174,383 	190,719 	220,935 	246,757 	267,606 	255,146 	231,285 	210,681 	238,444 
新潟県 阿賀野市	152234	10,797 	12,581 	19,087 	24,349 	27,762 	29,248 	35,076 	40,085 	44,575 	40,541 	34,540 	34,349 	35,197 
新潟県 佐渡市	152242	18,873 	29,082 	40,077 	53,153 	55,433 	60,866 	66,264 	77,542 	79,938 	71,172 	69,342 	64,117 	61,464 
新潟県 魚沼市	152251	10,301 	15,775 	24,506 	33,410 	34,583 	33,883 	44,346 	42,536 	43,739 	39,909 	40,197 	36,154 	37,840 
新潟県 南魚沼市	152269	19,860 	29,880 	35,977 	49,809 	51,703 	60,104 	70,298 	74,723 	88,974 	78,176 	73,099 	68,194 	70,911 
新潟県 胎内市	152277	7,358 	12,197 	15,294 	18,162 	22,418 	24,235 	27,730 	28,988 	29,056 	30,515 	27,809 	23,584 	25,397 
新潟県 聖籠町	153079	1,276 	1,899 	2,264 	4,071 	3,950 	5,039 	5,945 	8,814 	16,985 	15,097 	11,244 	15,372 	20,155 
新潟県 弥彦村	153427	1,280 	1,695 	－	2,821 	－	－	3,599 	3,662 	3,501 	4,048 	3,361 	3,258 	4,334 
新潟県 田上町	153613	1,401 	1,966 	2,902 	3,680 	4,615 	4,697 	5,635 	6,312 	6,090 	5,435 	5,266 	5,242 	5,253 
新潟県 阿賀町	153851	2,558 	4,664 	5,980 	7,040 	7,782 	8,464 	6,649 	8,169 	10,569 	7,678 	9,186 	8,139 	9,235 
新潟県 出雲崎町	154059	1,542 	2,201 	2,553 	3,612 	3,741 	3,982 	3,973 	3,868 	3,435 	4,103 	3,357 	3,100 	2,763 
新潟県 湯沢町	154610	4,199 	6,851 	7,672 	10,663 	11,948 	14,048 	18,274 	19,033 	17,991 	16,888 	13,390 	12,368 	10,067 
新潟県 津南町	154822	2,682 	3,661 	5,585 	7,119 	8,015 	8,607 	11,059 	11,900 	11,666 	11,255 	10,100 	9,698 	9,655 
新潟県 刈羽村	155047	－	－	1,242 	2,235 	2,208 	2,626 	3,607 	4,985 	2,500 	2,439 	1,769 	1,636 	5,936 
新潟県 関川村	155811	1,362 	2,271 	2,898 	4,114 	4,639 	4,622 	5,254 	5,380 	5,810 	4,747 	－	－	4,061 
新潟県 粟島浦村	155861	35 	86 	138 	93 	112 	122 	157 	155 	137 	125 	205 	184 	145 
富山県 富山市	162019	153,172 	206,628 	272,747 	338,766 	365,173 	419,312 	522,350 	551,299 	582,045 	551,824 	553,522 	521,154 	510,045 
富山県 高岡市	162027	80,174 	101,825 	135,869 	178,993 	191,104 	209,024 	254,292 	246,374 	259,772 	238,888 	220,783 	222,276 	222,109 
富山県 魚津市	162043	19,645 	30,235 	38,517 	48,263 	49,495 	57,793 	63,280 	63,970 	70,220 	63,672 	64,370 	62,028 	60,936 
富山県 氷見市	162051	15,149 	21,034 	26,581 	37,871 	39,739 	43,148 	49,008 	51,994 	49,524 	46,978 	40,754 	38,122 	38,945 
富山県 滑川市	162060	7,566 	10,929 	14,106 	18,889 	22,176 	23,352 	24,582 	27,773 	27,091 	27,119 	29,869 	27,478 	29,702 
富山県 黒部市	162078	11,105 	14,689 	19,313 	28,636 	30,962 	39,021 	43,012 	46,629 	46,121 	47,791 	43,398 	38,017 	39,845 
富山県 砺波市	162086	13,120 	18,061 	23,162 	31,970 	38,609 	45,385 	50,881 	52,685 	59,366 	60,389 	63,495 	65,328 	68,577 
富山県 小矢部市	162094	12,135 	16,273 	20,835 	27,394 	28,923 	29,891 	31,772 	34,995 	38,044 	30,709 	27,441 	23,393 	21,599 
富山県 南砺市	162108	22,243 	28,935 	36,726 	48,580 	53,618 	54,539 	58,792 	57,372 	59,844 	56,681 	45,373 	45,507 	40,155 
富山県 射水市	162116	23,627 	33,420 	43,602 	54,923 	64,454 	62,170 	85,013 	87,066 	96,174 	95,132 	85,766 	79,928 	80,610 
富山県 舟橋村	163210	226 	312 	436 	359 	309 	313 	374 	403 	416 	586 	1,009 	1,012 	－
富山県 上市町	163228	6,315 	8,239 	10,681 	13,299 	15,261 	17,037 	18,704 	19,142 	19,287 	19,470 	18,459 	18,014 	－
富山県 立山町	163236	6,355 	9,475 	11,872 	15,982 	19,858 	21,636 	23,576 	22,816 	22,893 	19,795 	15,093 	16,670 	16,521 
富山県 入善町	163422	6,922 	9,972 	12,770 	16,441 	19,757 	20,431 	26,714 	24,789 	28,149 	25,789 	21,419 	19,550 	18,973 
富山県 朝日町	163431	5,494 	7,665 	10,555 	11,805 	13,004 	13,556 	13,430 	13,522 	13,864 	13,009 	10,023 	10,284 	9,763 
石川県 金沢市	172014	194,603 	255,616 	328,745 	442,344 	467,609 	509,324 	646,117 	658,347 	672,286 	634,727 	589,669 	590,848 	605,948 
石川県 七尾市	172022	26,068 	38,015 	45,935 	58,358 	61,005 	64,672 	75,210 	81,834 	87,034 	78,033 	73,988 	71,305 	67,479 
石川県 小松市	172031	41,200 	53,302 	68,928 	99,551 	104,206 	99,709 	122,338 	134,249 	146,778 	133,028 	123,141 	114,999 	119,866 
石川県 輪島市	172049	8,896 	12,135 	15,591 	27,555 	20,691 	29,174 	32,958 	32,632 	25,298 	30,588 	25,736 	27,361 	25,272 
石川県 珠洲市	172057	7,325 	10,158 	11,328 	15,961 	17,066 	16,001 	18,652 	20,755 	18,962 	19,210 	16,853 	16,143 	15,489 
石川県 加賀市	172065	27,945 	37,327 	48,045 	63,996 	73,539 	81,529 	93,303 	89,910 	93,663 	94,062 	80,676 	77,158 	75,449 
石川県 羽咋市	172073	10,133 	13,225 	19,998 	23,999 	25,637 	28,125 	29,864 	30,721 	30,395 	28,448 	30,816 	29,015 	24,869 
石川県 かほく市	172090	7,407 	10,421 	12,222 	17,923 	22,000 	22,531 	25,291 	27,246 	27,786 	23,034 	22,731 	20,587 	21,914 
石川県 白山市	172103	22,086 	33,076 	44,270 	55,724 	62,555 	69,571 	78,279 	79,483 	109,000 	106,810 	103,502 	104,809 	120,141 
石川県 能美市	172111	8,256 	12,591 	17,948 	23,093 	24,880 	28,304 	31,844 	31,411 	34,620 	33,057 	33,355 	32,304 	31,110 
石川県 野々市市	172120	10,889 	18,066 	25,847 	36,046 	48,506 	55,223 	69,705 	80,511 	90,643 	97,791 	80,648 	89,588 	106,371 
石川県 川北町	173240	708 	－	－	1,623 	－	1,696 	2,167 	1,946 	2,776 	11,453 	11,702 	12,454 	11,107 
石川県 津幡町	173614	5,393 	8,109 	10,192 	14,411 	15,152 	16,229 	19,826 	21,525 	26,129 	33,029 	29,827 	35,072 	31,936 
石川県 内灘町	173657	2,337 	3,920 	7,327 	8,802 	11,334 	12,167 	14,423 	15,895 	15,980 	14,820 	11,440 	12,586 	12,692 
石川県 志賀町	173843	3,604 	8,739 	10,862 	14,987 	16,518 	16,626 	18,528 	19,336 	21,285 	19,803 	17,846 	18,266 	17,994 
石川県 宝達志水町	173860	2,760 	3,295 	4,948 	6,374 	7,045 	6,940 	8,200 	10,648 	10,737 	9,680 	7,097 	8,032 	7,587 
石川県 中能登町	174076	3,391 	3,544 	3,372 	7,247 	9,665 	8,600 	9,709 	10,064 	14,693 	14,458 	3,568 	12,831 	15,117 
